ID,OrderIndex,ManaCost,ManaCostPerLevel,ManaPerSecond,PowerDisplayID,AltPowerBarID,PowerCostPct,PowerCostMaxPct,OptionalCostPct,PowerPctPerSecond,PowerType,RequiredAuraSpellID,OptionalCost,SpellID
82,0,0,0,0,0,0,5,0,0,0,0,0,0,698
83,0,60,0,0,0,0,0,0,0,0,0,0,0,700
85,0,0,0,0,0,0,1,0,0,0,0,0,0,702
86,0,45,0,0,0,0,0,0,0,0,3,0,0,703
87,0,0,0,0,0,0,1.5,0,0,0,0,0,0,710
88,0,10,0,0,0,0,0,0,0,0,7,0,0,712
90,0,0,0,0,0,0,18.39999961853,0,0,0,0,0,0,740
91,0,0,0,0,0,0,18,0,0,0,0,0,0,759
94,0,300,0,0,0,0,0,0,0,0,1,0,0,772
95,0,0,0,0,0,0,11,0,0,0,0,0,0,774
98,0,260,0,0,0,0,0,0,0,0,0,0,0,785
99,0,200,0,0,0,0,0,0,0,0,1,0,0,845
100,0,200,0,0,0,0,0,0,0,0,0,0,0,851
101,0,0,0,0,0,0,3.5,0,0,0,0,0,0,853
104,0,0,0,0,0,0,10,0,0,0,0,0,0,974
105,0,0,0,0,0,0,1,0,0,0,0,0,0,980
106,0,35,0,0,0,0,0,0,0,0,2,0,0,982
107,0,0,0,0,0,0,15,0,0,0,0,0,0,1022
109,0,0,0,0,0,0,7,0,0,0,0,0,0,1044
110,0,28,0,0,0,0,0,0,0,0,0,0,0,1050
111,0,0,0,0,0,0,30,0,0,0,0,0,0,1064
113,0,20,0,0,0,0,0,0,0,0,3,0,0,1079
115,0,90,0,0,0,0,0,0,0,0,0,0,0,1090
116,0,0,0,0,0,0,2,0,0,0,0,0,0,1098
118,0,0,0,0,0,0,2,0,0,0,0,0,0,1122
119,0,0,0,0,0,0,20,0,0,0,0,0,0,1126
122,0,50,0,0,0,0,0,0,0,0,3,0,0,1329
123,0,0,0,0,0,0,10,0,0,0,0,0,0,1449
124,0,0,0,0,0,0,4,0,0,0,0,0,0,1459
127,0,200,0,0,0,0,0,0,0,0,1,0,0,1464
131,0,25,0,0,0,0,0,0,0,0,2,0,0,1513
135,0,300,0,0,0,0,0,0,0,0,1,0,0,1680
136,0,0,0,0,0,0,0.89999997616,0,0,0,0,137032,0,1706
137,0,0,0,0,0,0,1,0,0,0,0,0,0,1714
139,0,30,0,0,0,0,0,0,0,0,3,0,0,1725
140,0,45,0,0,0,0,0,0,0,0,3,0,0,1752
142,0,25,0,0,0,0,0,0,0,0,3,0,0,1776
143,0,35,0,0,0,0,0,0,0,0,3,0,0,1822
144,0,40,0,0,0,0,0,0,0,0,3,0,0,1833
145,0,25,0,0,0,0,0,0,0,0,3,0,0,1943
146,0,1,0,4,0,0,0,0,0,0,7,0,0,1949
147,0,0,0,0,0,0,2,0,0,0,0,0,0,1953
148,0,35,0,0,0,0,0,0,0,0,3,0,0,1966
150,0,0,0,0,0,0,0.80000001192,0,0,0,0,137031,0,2006
151,0,0,0,0,0,0,4,0,0,0,0,0,0,2008
152,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2050
153,0,0,0,0,0,0,2.40000009537,0,0,0,0,0,0,2060
154,0,0,0,0,0,0,3.59999990463,0,0,0,0,137031,0,2061
157,0,0,0,0,0,0,1,0,0,0,0,87336,0,2096
158,0,35,0,0,0,0,0,0,0,0,3,0,0,2098
159,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2120
161,0,0,0,0,0,0,2,0,0,0,0,0,0,2139
167,0,80,0,0,0,0,0,0,0,0,0,0,0,2606
173,0,0,0,0,0,0,6,0,0,0,0,0,0,2637
183,0,100,0,0,0,0,0,0,0,0,0,0,0,2871
186,0,0,0,0,0,0,5.59999990463,0,0,0,0,0,0,2908
195,0,100,0,0,0,0,0,0,0,0,0,0,0,3108
196,0,75,0,0,0,0,0,0,0,0,0,0,0,3109
197,0,40,0,0,0,0,0,0,0,0,3,0,0,3110
198,0,8,0,0,0,0,0,0,0,0,0,0,0,3121
199,0,1,0,0,0,0,0,0,0,0,0,0,0,3205
200,0,1,0,0,0,0,0,0,0,0,0,0,0,3206
201,0,1,0,0,0,0,0,0,0,0,0,0,0,3207
202,0,29,0,0,0,0,0,0,0,0,0,0,0,3332
204,0,90,0,0,0,0,0,0,0,0,0,0,0,3443
205,0,0,0,0,0,0,3,0,0,0,0,0,0,3561
206,0,0,0,0,0,0,3,0,0,0,0,0,0,3562
207,0,0,0,0,0,0,3,0,0,0,0,0,0,3563
208,0,0,0,0,0,0,3,0,0,0,0,0,0,3565
209,0,0,0,0,0,0,3,0,0,0,0,0,0,3566
210,0,0,0,0,0,0,3,0,0,0,0,0,0,3567
212,0,75,0,0,0,0,0,0,0,0,0,0,0,3652
213,0,50,0,0,0,0,0,0,0,0,0,0,0,3655
214,0,50,0,0,0,0,0,0,0,0,0,0,0,3657
215,0,50,0,0,0,0,0,0,0,0,0,0,0,3658
217,0,20,0,0,0,0,0,0,0,0,3,0,0,3716
220,0,120,0,0,0,0,0,0,0,0,0,0,0,4971
221,0,0,0,0,0,0,6.5,0,0,0,0,0,0,4987
222,0,32,5,0,0,0,0,0,0,0,0,0,0,5108
223,0,50,0,0,0,0,0,0,0,0,0,0,0,5110
226,0,25,0,0,0,0,0,0,0,0,3,0,0,5171
227,0,0,0,0,0,0,1,0,0,0,0,0,0,5176
231,0,40,0,0,0,0,0,0,0,0,3,0,0,5221
233,0,50,0,0,0,0,0,0,0,0,0,0,0,5252
234,0,2,0,0,0,0,0,0,0,0,0,0,0,5259
235,0,98,0,0,0,0,0,0,0,0,0,0,0,5276
237,0,0,0,0,0,0,9,0,0,0,0,0,0,5394
242,0,30,3,0,0,0,0,0,0,0,0,0,0,5605
245,0,0,0,0,0,0,2,0,0,0,0,0,0,5697
247,0,30,0,0,0,0,0,0,0,0,7,0,0,5740
248,0,9,0,0,0,0,0,0,0,0,0,0,0,5759
249,0,0,0,0,0,0,5,0,0,0,0,0,0,5782
250,0,66,0,0,0,0,0,0,0,0,0,0,0,5862
251,0,20,0,0,0,0,0,0,0,0,3,0,0,5938
257,0,0,0,0,0,0,2,0,0,0,0,0,0,6201
260,0,25,0,0,0,0,0,0,0,0,0,0,0,6305
267,0,50,0,0,0,0,0,0,0,0,0,0,0,6487
268,0,30,0,0,0,0,0,0,0,0,0,0,0,6490
269,0,60,0,0,0,0,0,0,0,0,0,0,0,6535
273,0,153,0,0,0,0,0,0,0,0,0,0,0,6725
274,0,30,0,0,0,0,0,0,0,0,0,0,0,6726
276,0,10,2,0,0,0,0,0,0,0,0,0,0,6742
277,0,35,0,0,0,0,0,0,0,0,3,0,0,6770
280,0,400,0,0,0,0,0,0,0,0,1,0,0,6807
281,0,50,0,0,0,0,0,0,0,0,0,0,0,6905
284,0,0,0,0,0,0,7,0,0,0,0,0,0,6940
285,0,25,0,0,0,0,0,0,0,0,0,0,0,6949
288,0,15,0,0,0,0,0,0,0,0,0,0,0,6960
289,0,50,0,0,0,0,0,0,0,0,0,0,0,7101
290,0,45,0,0,0,0,0,0,0,0,0,0,0,7108
295,0,10,2,0,0,0,0,0,0,0,0,0,0,7290
297,0,0,0,0,0,0,4,0,0,0,0,0,0,7328
301,0,75,0,0,0,0,0,0,0,0,0,0,0,7621
302,0,30,0,0,0,0,0,0,0,0,0,0,0,7645
303,0,300,0,0,0,0,0,0,0,0,0,0,0,7739
305,0,75,0,0,0,0,0,0,0,0,0,0,0,7806
306,0,150,0,0,0,0,0,0,0,0,0,0,0,7807
307,0,225,0,0,0,0,0,0,0,0,0,0,0,7808
308,0,0,0,0,0,0,25,0,0,0,-2,0,0,7812
309,0,60,0,0,0,0,0,0,0,0,3,0,0,7814
311,0,500,0,0,0,0,0,0,0,0,0,0,0,7855
312,0,20,0,0,0,0,0,0,0,0,3,0,0,7870
313,0,60,0,0,0,0,0,0,0,0,0,0,0,7933
315,0,60,0,0,0,0,0,0,0,0,0,0,0,7960
316,0,160,0,0,0,0,0,0,0,0,0,0,0,8000
317,0,0,0,0,0,0,24,0,0,0,0,0,0,8004
328,0,0,0,0,0,0,1.20000004768,0,0,0,0,0,0,8122
331,0,0,0,0,0,0,2.29999995232,0,0,0,0,0,0,8143
335,0,0,0,0,0,0,21.10000038147,0,0,0,0,0,0,8190
336,0,110,0,0,0,0,0,0,0,0,0,0,0,8211
339,0,150,0,0,0,0,0,0,0,0,0,0,0,8246
340,0,85,0,0,0,0,0,0,0,0,0,0,0,8262
341,0,175,0,0,0,0,0,0,0,0,0,0,0,8264
343,0,30,0,0,0,0,0,0,0,0,0,0,0,8277
345,0,100,0,0,0,0,0,0,0,0,0,0,0,8293
346,0,30,0,0,0,0,0,0,0,0,0,0,0,8348
347,0,40,0,0,0,0,0,0,0,0,0,0,0,8361
350,0,95,0,0,0,0,0,0,0,0,0,0,0,8376
353,0,150,0,0,0,0,0,0,0,0,0,0,0,8435
354,0,0,0,0,0,0,1.5,0,0,0,0,0,0,8512
355,0,70,0,0,0,0,0,0,0,0,0,0,0,8552
356,0,90,0,0,0,0,0,0,0,0,0,0,0,8598
359,0,50,0,0,0,0,0,0,0,0,3,0,0,8676
360,0,0,0,0,0,0,100,0,0,0,0,0,0,8722
361,0,60,0,0,0,0,0,0,0,0,0,0,0,8736
362,0,185,0,0,0,0,0,0,0,0,0,0,0,8788
364,0,450,0,0,0,0,0,0,0,0,0,0,0,8812
365,0,153,0,0,0,0,0,0,0,0,0,0,0,8814
367,0,0,0,0,0,0,17,0,0,0,0,0,0,8936
372,0,90,0,0,0,0,0,0,0,0,0,0,0,9053
373,0,160,0,0,0,0,0,0,0,0,0,0,0,9081
374,0,10,2,0,0,0,0,0,0,0,0,0,0,9373
375,0,330,0,0,0,0,0,0,0,0,0,0,0,9433
377,0,75,0,0,0,0,0,0,0,0,0,0,0,9438
378,0,40,0,0,0,0,0,0,0,0,0,0,0,9456
379,0,220,0,0,0,0,0,0,0,0,0,0,0,9481
380,0,0,0,0,0,0,1.20000004768,0,0,0,0,0,0,9484
382,0,45,0,0,0,0,0,0,0,0,0,0,0,9488
383,0,90,0,0,0,0,0,0,0,0,0,0,0,9532
386,0,90,0,0,0,0,0,0,0,0,0,0,0,9613
389,0,90,4,0,0,0,0,0,0,0,0,0,0,9654
390,0,90,0,0,0,0,0,0,0,0,0,0,0,9672
391,0,75,0,0,0,0,0,0,0,0,0,0,0,9734
392,0,75,0,0,0,0,0,0,0,0,0,0,0,9739
393,0,90,4,0,0,0,0,0,0,0,0,0,0,9771
394,0,115,0,0,0,0,0,0,0,0,0,0,0,9915
395,0,0,0,0,0,0,4,0,0,0,0,0,0,10059
399,0,40,0,25,0,0,0,0,0,0,-2,0,0,10260
400,0,0,0,0,0,0,10.5,0,0,0,0,0,0,10326
402,0,0,0,0,0,0,20,0,0,0,0,0,0,11017
403,0,90,4,0,0,0,0,0,0,0,0,0,0,11021
405,0,0,0,0,0,0,2,0,0,0,0,0,0,11366
409,0,0,0,0,0,0,4,0,0,0,0,0,0,11416
410,0,0,0,0,0,0,4,0,0,0,0,0,0,11417
411,0,0,0,0,0,0,4,0,0,0,0,0,0,11418
412,0,0,0,0,0,0,4,0,0,0,0,0,0,11419
413,0,0,0,0,0,0,4,0,0,0,0,0,0,11420
414,0,0,0,0,0,0,3,0,0,0,0,0,0,11426
415,0,180,0,0,0,0,0,0,0,0,0,0,0,11431
416,0,320,0,0,0,0,0,0,0,0,0,0,0,11433
419,0,50,5,0,0,0,0,0,0,0,0,0,0,11444
420,0,0,0,0,0,0,10,0,0,0,0,0,0,11445
421,0,95,0,0,0,0,0,0,0,0,0,0,0,11639
424,0,105,0,0,0,0,0,0,0,0,0,0,0,11642
425,0,100,0,0,0,0,0,0,0,0,0,0,0,11647
426,0,90,0,0,0,0,0,0,0,0,0,0,0,11649
427,0,135,0,0,0,0,0,0,0,0,0,0,0,11824
428,0,260,0,0,0,0,0,0,0,0,0,0,0,11829
430,0,125,0,0,0,0,0,0,0,0,0,0,0,11835
431,0,110,0,0,0,0,0,0,0,0,0,0,0,11839
432,0,560,0,0,0,0,0,0,0,0,0,0,0,11895
433,0,120,0,0,0,0,0,0,0,0,0,0,0,11899
434,0,90,0,0,0,0,0,0,0,0,0,0,0,11921
435,0,55,0,0,0,0,0,0,0,0,0,0,0,11962
436,0,95,0,0,0,0,0,0,0,0,0,0,0,11969
437,0,110,5,0,0,0,0,0,0,0,0,0,0,11974
438,0,120,0,0,0,0,0,0,0,0,0,0,0,11975
440,0,95,0,0,0,0,0,0,0,0,0,0,0,11981
441,0,145,0,0,0,0,0,0,0,0,0,0,0,11986
442,0,90,0,0,0,0,0,0,0,0,0,0,0,11988
443,0,15,15,0,0,0,0,0,0,0,0,0,0,11990
444,0,215,0,0,0,0,0,0,0,0,0,0,0,12039
447,0,35,4,0,0,0,0,0,0,0,0,0,0,12096
448,0,90,5,0,0,0,0,0,0,0,0,0,0,12098
449,0,150,0,0,0,0,0,0,0,0,0,0,0,12151
451,0,90,0,0,0,0,0,0,0,0,0,0,0,12167
453,0,0,0,0,0,0,10,0,0,0,0,0,0,12258
458,0,90,0,0,0,0,0,0,0,0,0,0,0,12466
459,0,260,0,0,0,0,0,0,0,0,0,0,0,12468
463,0,145,0,0,0,0,0,0,0,0,0,0,0,12491
464,0,145,0,0,0,0,0,0,0,0,0,0,0,12492
467,0,125,0,0,0,0,0,0,0,0,0,0,0,12529
468,0,10,5,0,0,0,0,0,0,0,0,0,0,12544
469,0,115,0,0,0,0,0,0,0,0,0,0,0,12548
470,0,150,0,0,0,0,0,0,0,0,0,0,0,12549
471,0,5,5,0,0,0,0,0,0,0,0,0,0,12550
472,0,120,0,0,0,0,0,0,0,0,0,0,0,12557
473,0,120,0,0,0,0,0,0,0,0,0,0,0,12611
474,0,75,0,0,0,0,0,0,0,0,0,0,0,12674
475,0,90,0,0,0,0,0,0,0,0,0,0,0,12675
476,0,40,0,0,0,0,0,0,0,0,0,0,0,12685
477,0,90,0,0,0,0,0,0,0,0,0,0,0,12737
478,0,0,0,0,0,0,10,0,0,0,0,0,0,12738
479,0,90,0,0,0,0,0,0,0,0,0,0,0,12739
483,0,75,0,0,0,0,0,0,0,0,0,0,0,12748
485,0,110,0,0,0,0,0,0,0,0,0,0,0,12845
487,0,35,0,0,0,0,0,0,0,0,0,0,0,13007
489,0,90,4,0,0,0,0,0,0,0,0,0,0,13140
491,0,90,0,0,0,0,0,0,0,0,0,0,0,13322
493,0,90,4,0,0,0,0,0,0,0,0,0,0,13326
494,0,120,0,0,0,0,0,0,0,0,0,0,0,13339
495,0,120,0,0,0,0,0,0,0,0,0,0,0,13341
496,0,120,0,0,0,0,0,0,0,0,0,0,0,13374
497,0,110,0,0,0,0,0,0,0,0,0,0,0,13375
498,0,260,0,0,0,0,0,0,0,0,0,0,0,13381
499,0,55,0,0,0,0,0,0,0,0,0,0,0,13424
500,0,45,0,0,0,0,0,0,0,0,0,0,0,13438
501,0,25,0,0,0,0,0,0,0,0,0,0,0,13439
504,0,18,0,0,0,0,0,0,0,0,0,0,0,13442
505,0,40,0,0,0,0,0,0,0,0,0,0,0,13480
508,0,100,0,0,0,0,0,0,0,0,1,0,0,13491
509,0,35,0,0,0,0,0,0,0,0,0,0,0,13519
510,0,20,0,0,0,0,0,0,0,0,0,0,0,13527
513,0,195,0,0,0,0,0,0,0,0,0,0,0,13744
514,0,120,0,0,0,0,0,0,0,0,0,0,0,13745
516,0,90,0,0,0,0,0,0,0,0,0,0,0,13748
517,0,55,0,0,0,0,0,0,0,0,0,0,0,13752
518,0,275,20,0,0,0,0,0,0,0,0,0,0,13787
522,0,400,0,0,0,0,0,0,0,0,0,0,0,13857
523,0,50,0,0,0,0,0,0,0,0,0,0,0,13860
525,0,75,0,0,0,0,0,0,0,0,0,0,0,13874
527,0,50,0,0,0,0,0,0,0,0,0,0,0,13878
528,0,90,0,0,0,0,0,0,0,0,0,0,0,13901
529,0,50,0,0,0,0,0,0,0,0,0,0,0,13902
530,0,60,0,0,0,0,0,0,0,0,0,0,0,13903
531,0,150,0,0,0,0,0,0,0,0,0,0,0,13952
532,0,75,0,0,0,0,0,0,0,0,0,0,0,13953
533,0,95,0,0,0,0,0,0,0,0,0,0,0,14032
534,0,95,0,0,0,0,0,0,0,0,0,0,0,14033
535,0,90,0,0,0,0,0,0,0,0,0,0,0,14034
536,0,95,0,0,0,0,0,0,0,0,0,0,0,14053
539,0,40,0,0,0,0,0,0,0,0,0,0,0,14106
543,0,40,0,0,0,0,0,0,0,0,0,0,0,14129
545,0,120,0,0,0,0,0,0,0,0,0,0,0,14145
547,0,100,0,0,0,0,0,0,0,0,0,0,0,14253
548,0,75,0,0,0,0,0,0,0,0,0,0,0,14514
552,0,75,0,0,0,0,0,0,0,0,0,0,0,14868
553,0,400,0,0,0,0,0,0,0,0,0,0,0,14871
554,0,75,0,0,0,0,0,0,0,0,0,0,0,14875
555,0,160,0,0,0,0,0,0,0,0,0,0,0,14887
556,0,150,0,0,0,0,0,0,0,0,0,0,0,14900
558,0,25,0,0,0,0,0,0,0,0,3,0,0,14903
559,0,0,0,0,0,0,1,0,0,0,0,0,0,14914
560,0,65,0,0,0,0,0,0,0,0,0,0,0,15038
561,0,110,0,0,0,0,0,0,0,0,0,0,0,15039
562,0,70,0,0,0,0,0,0,0,0,0,0,0,15040
563,0,95,0,0,0,0,0,0,0,0,0,0,0,15041
564,0,90,0,0,0,0,0,0,0,0,0,0,0,15043
565,0,95,0,0,0,0,0,0,0,0,0,0,0,15044
568,0,75,0,0,0,0,0,0,0,0,0,0,0,15063
569,0,75,0,0,0,0,0,0,0,0,0,0,0,15090
571,0,70,0,0,0,0,0,0,0,0,0,0,0,15095
572,0,110,0,0,0,0,0,0,0,0,0,0,0,15096
574,0,90,0,0,0,0,0,0,0,0,0,0,0,15124
575,0,90,0,0,0,0,0,0,0,0,0,0,0,15228
576,0,90,0,0,0,0,0,0,0,0,0,0,0,15230
577,0,90,0,0,0,0,0,0,0,0,0,0,0,15232
578,0,90,0,0,0,0,0,0,0,0,0,0,0,15234
579,0,135,0,0,0,0,0,0,0,0,0,0,0,15236
581,0,75,0,0,0,0,0,0,0,0,0,0,0,15238
582,0,50,0,0,0,0,0,0,0,0,0,0,0,15241
583,0,90,0,0,0,0,0,0,0,0,0,0,0,15242
584,0,120,0,0,0,0,0,0,0,0,0,0,0,15244
585,0,160,0,0,0,0,0,0,0,0,0,0,0,15245
586,0,120,0,0,0,0,0,0,0,0,0,0,0,15253
587,0,90,0,0,0,0,0,0,0,0,0,0,0,15254
588,0,95,0,0,0,0,0,0,0,0,0,0,0,15277
589,0,90,4,0,0,0,0,0,0,0,0,0,0,15288
590,0,150,0,0,0,0,0,0,0,0,0,0,0,15305
591,0,135,0,0,0,0,0,0,0,0,0,0,0,15306
592,0,95,0,0,0,0,0,0,0,0,0,0,0,15346
594,0,90,0,0,0,0,0,0,0,0,0,0,0,15451
595,0,120,0,0,0,0,0,0,0,0,0,0,0,15453
596,0,90,0,0,0,0,0,0,0,0,0,0,0,15472
599,0,150,0,0,0,0,0,0,0,0,0,0,0,15493
600,0,90,0,0,0,0,0,0,0,0,0,0,0,15497
601,0,75,0,0,0,0,0,0,0,0,0,0,0,15498
602,0,115,0,0,0,0,0,0,0,0,0,0,0,15499
603,0,135,0,0,0,0,0,0,0,0,0,0,0,15500
604,0,130,0,0,0,0,0,0,0,0,0,0,0,15501
605,0,5,5,0,0,0,0,0,0,0,0,0,0,15507
606,0,90,0,0,0,0,0,0,0,0,0,0,0,15530
607,0,75,0,0,0,0,0,0,0,0,0,0,0,15531
608,0,75,0,0,0,0,0,0,0,0,0,0,0,15532
609,0,90,0,0,0,0,0,0,0,0,0,0,0,15537
610,0,400,0,0,0,0,0,0,0,0,0,0,0,15585
611,0,215,0,0,0,0,0,0,0,0,0,0,0,15586
612,0,110,0,0,0,0,0,0,0,0,0,0,0,15587
614,0,135,0,0,0,0,0,0,0,0,0,0,0,15605
615,0,110,0,0,0,0,0,0,0,0,0,0,0,15616
616,0,90,4,0,0,0,0,0,0,0,0,0,0,15653
617,0,95,0,0,0,0,0,0,0,0,0,0,0,15654
618,0,150,0,0,0,0,0,0,0,0,0,0,0,15659
619,0,45,0,0,0,0,0,0,0,0,0,0,0,15662
620,0,110,0,0,0,0,0,0,0,0,0,0,0,15665
621,0,60,0,0,0,0,0,0,0,0,0,0,0,15729
622,0,235,0,0,0,0,0,0,0,0,0,0,0,15735
623,0,0,0,0,0,0,25,0,0,0,0,0,0,15743
625,0,8,8,0,0,0,0,0,0,0,0,0,0,15783
626,0,10,5,0,0,0,0,0,0,0,0,0,0,15784
627,0,95,0,0,0,0,0,0,0,0,0,0,0,15785
629,0,200,0,0,0,0,0,0,0,0,0,0,0,15787
630,0,235,0,0,0,0,0,0,0,0,0,0,0,15790
631,0,95,0,0,0,0,0,0,0,0,0,0,0,15798
632,0,150,0,0,0,0,0,0,0,0,0,0,0,15799
633,0,95,5,0,0,0,0,0,0,0,0,0,0,15800
634,0,90,0,0,0,0,0,0,0,0,0,0,0,15801
635,0,30,0,0,0,0,0,0,0,0,0,0,0,15859
636,0,65,0,0,0,0,0,0,0,0,0,0,0,15867
637,0,30,0,0,0,0,0,0,0,0,0,0,0,15869
638,0,65,0,0,0,0,0,0,0,0,0,0,0,15968
640,0,90,5,0,0,0,0,0,0,0,0,0,0,15970
641,0,90,0,0,0,0,0,0,0,0,0,0,0,15979
642,0,90,0,0,0,0,0,0,0,0,0,0,0,15981
643,0,145,0,0,0,0,0,0,0,0,0,0,0,15982
644,0,150,0,0,0,0,0,0,0,0,0,0,0,16006
645,0,150,0,0,0,0,0,0,0,0,0,0,0,16033
646,0,135,0,0,0,0,0,0,0,0,0,0,0,16034
648,0,120,0,0,0,0,0,0,0,0,0,0,0,16097
649,0,260,0,0,0,0,0,0,0,0,0,0,0,16102
650,0,10,2,0,0,0,0,0,0,0,0,0,0,16170
651,0,70,0,0,0,0,0,0,0,0,0,0,0,16231
652,0,90,0,0,0,0,0,0,0,0,0,0,0,16249
653,0,90,0,0,0,0,0,0,0,0,0,0,0,16250
654,0,150,0,0,0,0,0,0,0,0,0,0,0,16367
655,0,80,0,0,0,0,0,0,0,0,0,0,0,16407
661,0,45,0,0,0,0,0,0,0,0,0,0,0,16415
664,0,0,0,0,0,0,10,0,0,0,0,0,0,16431
665,0,80,0,0,0,0,0,0,0,0,0,0,0,16454
666,0,30,0,0,0,0,0,0,0,0,3,0,0,16511
667,0,280,0,0,0,0,0,0,0,0,0,0,0,16561
668,0,60,0,0,0,0,0,0,0,0,0,0,0,16568
669,0,75,0,75,0,0,0,0,0,0,-2,0,0,16569
670,0,90,0,0,0,0,0,0,0,0,0,0,0,16570
671,0,135,0,0,0,0,0,0,0,0,0,0,0,16583
672,0,250,0,0,0,0,0,0,0,0,0,0,0,16587
673,0,215,0,0,0,0,0,0,0,0,0,0,0,16588
674,0,0,0,0,0,0,40,0,0,0,0,0,0,16592
675,0,90,0,0,0,0,0,0,0,0,0,0,0,16799
676,0,25,0,0,0,0,0,0,0,0,2,0,0,16827
679,0,0,0,0,0,0,10,0,0,0,0,0,0,16914
681,0,125,0,0,0,0,0,0,0,0,0,0,0,17137
682,0,125,0,0,0,0,0,0,0,0,0,0,0,17138
683,0,110,5,0,0,0,0,0,0,0,0,0,0,17139
684,0,115,0,0,0,0,0,0,0,0,0,0,0,17140
685,0,115,0,0,0,0,0,0,0,0,0,0,0,17141
686,0,115,0,0,0,0,0,0,0,0,0,0,0,17142
687,0,75,0,0,0,0,0,0,0,0,0,0,0,17143
689,0,95,0,0,0,0,0,0,0,0,0,0,0,17146
690,0,85,0,0,0,0,0,0,0,0,0,0,0,17147
691,0,85,0,0,0,0,0,0,0,0,0,0,0,17149
694,0,500,0,0,0,0,0,0,0,0,0,0,0,17162
695,0,60,0,0,0,0,0,0,0,0,0,0,0,17165
696,0,300,0,0,0,0,0,0,0,0,0,0,0,17172
697,0,75,5,0,0,0,0,0,0,0,0,0,0,17173
698,0,30,0,0,0,0,0,0,0,0,0,0,0,17177
699,0,110,0,0,0,0,0,0,0,0,0,0,0,17194
700,0,50,0,0,0,0,0,0,0,0,0,0,0,17195
701,0,75,0,0,0,0,0,0,0,0,0,0,0,17201
702,0,90,0,0,0,0,0,0,0,0,0,0,0,17203
703,0,135,0,0,0,0,0,0,0,0,0,0,0,17234
704,0,75,5,0,0,0,0,0,0,0,0,0,0,17238
705,0,75,6,0,0,0,0,0,0,0,0,0,0,17243
706,0,25,0,0,0,0,0,0,0,0,2,0,0,17253
707,0,130,0,0,0,0,0,0,0,0,0,0,0,17273
708,0,130,0,0,0,0,0,0,0,0,0,0,0,17274
709,0,40,2,0,0,0,0,0,0,0,0,0,0,17281
710,0,75,0,0,0,0,0,0,0,0,0,0,0,17284
711,0,50,0,0,0,0,0,0,0,0,0,0,0,17286
712,0,110,0,0,0,0,0,0,0,0,0,0,0,17287
713,0,135,0,0,0,0,0,0,0,0,0,0,0,17289
714,0,90,0,0,0,0,0,0,0,0,0,0,0,17290
